issn_l,esac_publisher
2168-1805,Taylor and Francis
0080-6765,Taylor and Francis
1937-156X,Taylor and Francis
0924-3453,Taylor and Francis
1363-2434,Taylor and Francis
0279-6015,Taylor and Francis
0194-262X,Taylor and Francis
0036-8121,Taylor and Francis
2473-3938,Taylor and Francis
2374-4731,Taylor and Francis
1362-1718,Taylor and Francis
0950-5431,Taylor and Francis
1088-8438,Taylor and Francis
1470-2541,Taylor and Francis
1812-5441,Taylor and Francis
0963-6412,Taylor and Francis
1529-8868,Taylor and Francis
0882-0538,Taylor and Francis
1542-2119,Taylor and Francis
0149-6395,Taylor and Francis
0747-4946,Taylor and Francis
0098-7913,Taylor and Francis
1533-2969,Taylor and Francis
1838-0743,Taylor and Francis
1468-1811,Taylor and Francis
1468-1749,Taylor and Francis
2692-9953,Taylor and Francis
1745-0918,Taylor and Francis
0937-7255,Taylor and Francis
1744-5302,Taylor and Francis
1744-8727,Taylor and Francis
0144-039X,Taylor and Francis
1522-8886,Taylor and Francis
1361-7427,Taylor and Francis
1321-5906,Taylor and Francis
1175-0979,Taylor and Francis
2154-1248,Taylor and Francis
0959-2318,Taylor and Francis
2308-0477,Taylor and Francis
0037-7317,Taylor and Francis
1466-0970,Taylor and Francis
1464-9365,Taylor and Francis
0969-160X,Taylor and Francis
0253-3952,Taylor and Francis
0269-1728,Taylor and Francis
0307-1022,Taylor and Francis
1350-4630,Taylor and Francis
1474-2829,Taylor and Francis
1747-0919,Taylor and Francis
0252-9203,Taylor and Francis
1035-0330,Taylor and Francis
0261-5479,Taylor and Francis
0098-1389,Taylor and Francis
1533-2985,Taylor and Francis
1937-190X,Taylor and Francis
0160-9513,Taylor and Francis
0885-4300,Taylor and Francis
0894-1920,Taylor and Francis
0038-0237,Taylor and Francis
0273-2173,Taylor and Francis
1539-445X,Taylor and Francis
1532-0383,Taylor and Francis
0038-0768,Taylor and Francis
0736-6299,Taylor and Francis
0899-0220,Taylor and Francis
1099-9949,Taylor and Francis
2055-1940,Taylor and Francis
2055-1959,Taylor and Francis
0373-6245,Taylor and Francis
0258-2473,Taylor and Francis
1029-1954,Taylor and Francis
0257-2117,Taylor and Francis
1022-0461,Taylor and Francis
0258-0136,Taylor and Francis
0257-1862,Taylor and Francis
0258-7203,Taylor and Francis
2072-1978,Taylor and Francis
1013-7548,Taylor and Francis
0085-6401,Taylor and Francis
1943-8184,Taylor and Francis
1947-2498,Taylor and Francis
1474-6689,Taylor and Francis
0275-9527,Taylor and Francis
0266-6030,Taylor and Francis
0967-828X,Taylor and Francis
1360-8746,Taylor and Francis
1468-3857,Taylor and Francis
0734-578X,Taylor and Francis
1607-3614,Taylor and Francis
1041-794X,Taylor and Francis
2070-2620,Taylor and Francis
1356-2576,Taylor and Francis
0210-2412,Taylor and Francis
1387-5868,Taylor and Francis
1742-1772,Taylor and Francis
2329-6151,Taylor and Francis
0038-7010,Taylor and Francis
2050-571X,Taylor and Francis
1746-0263,Taylor and Francis
1743-0437,Taylor and Francis
1441-3523,Taylor and Francis
1357-3322,Taylor and Francis
1751-133X,Taylor and Francis
1476-3141,Taylor and Francis
2164-0629,Taylor and Francis
2054-4170,Taylor and Francis
0233-1888,Taylor and Francis
1946-6315,Taylor and Francis
0736-2994,Taylor and Francis
1532-6349,Taylor and Francis
1744-2508,Taylor and Francis
0927-3972,Taylor and Francis
0970-0161,Taylor and Francis
0892-4562,Taylor and Francis
1016-8664,Taylor and Francis
1070-5511,Taylor and Francis
1573-2479,Taylor and Francis
0039-3274,Taylor and Francis
0039-338X,Taylor and Francis
0039-3541,Taylor and Francis
1750-3175,Taylor and Francis
2372-9988,Taylor and Francis
1057-610X,Taylor and Francis
0039-3630,Taylor and Francis
0158-037X,Taylor and Francis
1750-3280,Taylor and Francis
2040-350X,Taylor and Francis
0379-6205,Taylor and Francis
1741-1548,Taylor and Francis
1524-0657,Taylor and Francis
0307-5079,Taylor and Francis
0707-8552,Taylor and Francis
0210-9395,Taylor and Francis
1750-3132,Taylor and Francis
0305-7267,Taylor and Francis
0266-0830,Taylor and Francis
1460-1176,Taylor and Francis
1468-2761,Taylor and Francis
1364-5145,Taylor and Francis
0165-0521,Taylor and Francis
1742-5964,Taylor and Francis
0889-7077,Taylor and Francis
1082-6084,Taylor and Francis
1624-6039,Taylor and Francis
1026-7816,Taylor and Francis
0267-0844,Taylor and Francis
0039-6265,Taylor and Francis
2378-9689,Taylor and Francis
0039-7679,Taylor and Francis
0039-7709,Taylor and Francis
0894-0886,Taylor and Francis
0039-7911,Taylor and Francis
1477-2000,Taylor and Francis
1939-6368,Taylor and Francis
1366-4530,Taylor and Francis
1354-0602,Taylor and Francis
1040-1334,Taylor and Francis
1541-1796,Taylor and Francis
1047-6210,Taylor and Francis
1356-2517,Taylor and Francis
1057-2252,Taylor and Francis
0731-7131,Taylor and Francis
0953-7325,Taylor and Francis
1475-939X,Taylor and Francis
2475-143X,Taylor and Francis
0040-1706,Taylor and Francis
0334-4355,Taylor and Francis
2332-8940,Taylor and Francis
0082-2884,Taylor and Francis
2162-2671,Taylor and Francis
0954-6553,Taylor and Francis
1046-2937,Taylor and Francis
1475-9756,Taylor and Francis
0040-4969,Taylor and Francis
0950-236X,Taylor and Francis
2325-548X,Taylor and Francis
1526-5161,Taylor and Francis
0095-2990,Taylor and Francis
0192-6187,Taylor and Francis
0002-9890,Taylor and Francis
0003-1305,Taylor and Francis
1444-2213,Taylor and Francis
0006-4246,Taylor and Francis
0008-7041,Taylor and Francis
1097-1475,Taylor and Francis
1547-402X,Taylor and Francis
0009-8655,Taylor and Francis
1385-4046,Taylor and Francis
0732-5223,Taylor and Francis
0746-8342,Taylor and Francis
1071-4421,Taylor and Francis
1462-9712,Taylor and Francis
1460-6925,Taylor and Francis
0013-1725,Taylor and Francis
0013-791X,Taylor and Francis
1362-5187,Taylor and Francis
1351-847X,Taylor and Francis
0967-2567,Taylor and Francis
1084-8770,Taylor and Francis
0014-4940,Taylor and Francis
1752-6884,Taylor and Francis
0016-8890,Taylor and Francis
0018-2370,Taylor and Francis
1756-7505,Taylor and Francis
1081-602X,Taylor and Francis
1368-2199,Taylor and Francis
0197-2243,Taylor and Francis
0707-5332,Taylor and Francis
1050-8619,Taylor and Francis
2472-1832,Taylor and Francis
0958-5192,Taylor and Francis
1364-2987,Taylor and Francis
2380-0992,Taylor and Francis
0020-7578,Taylor and Francis
0952-3367,Taylor and Francis
0959-3969,Taylor and Francis
0393-2729,Taylor and Francis
0885-3908,Taylor and Francis
1750-399X,Taylor and Francis
0261-4340,Taylor and Francis
2329-194X,Taylor and Francis
0193-3922,Taylor and Francis
0021-8464,Taylor and Francis
1545-5823,Taylor and Francis
1389-224X,Taylor and Francis
1360-2365,Taylor and Francis
1063-2921,Taylor and Francis
0737-7363,Taylor and Francis
0022-0388,Taylor and Francis
0022-0485,Taylor and Francis
0022-0671,Taylor and Francis
0095-8964,Taylor and Francis
0022-0973,Taylor and Francis
1478-9949,Taylor and Francis
0022-1309,Taylor and Francis
0022-1325,Taylor and Francis
0022-1546,Taylor and Francis
2578-5648,Taylor and Francis
1462-0316,Taylor and Francis
0308-6534,Taylor and Francis
1321-6597,Taylor and Francis
0963-8199,Taylor and Francis
1556-4894,Taylor and Francis
0144-0365,Taylor and Francis
0732-9113,Taylor and Francis
1357-2334,Taylor and Francis
1476-4954,Taylor and Francis
0022-250X,Taylor and Francis
1749-6772,Taylor and Francis
1362-9387,Taylor and Francis
0022-3344,Taylor and Francis
0306-6150,Taylor and Francis
1743-9760,Taylor and Francis
0022-3980,Taylor and Francis
0022-4499,Taylor and Francis
1351-8046,Taylor and Francis
0022-4545,Taylor and Francis
1079-0268,Taylor and Francis
2152-0844,Taylor and Francis
0040-5000,Taylor and Francis
0952-4142,Taylor and Francis
0957-1736,Taylor and Francis
0306-9400,Taylor and Francis
0305-8034,Taylor and Francis
0025-3359,Taylor and Francis
2164-6821,Taylor and Francis
2050-2877,Taylor and Francis
1547-688X,Taylor and Francis
1073-6700,Taylor and Francis
0094-0798,Taylor and Francis
0951-2748,Taylor and Francis
0091-3847,Taylor and Francis
2154-896X,Taylor and Francis
0033-0124,Taylor and Francis
0033-2828,Taylor and Francis
0079-7308,Taylor and Francis
0276-3877,Taylor and Francis
1557-0274,Taylor and Francis
0035-8533,Taylor and Francis
0307-1847,Taylor and Francis
0106-2301,Taylor and Francis
1745-8927,Taylor and Francis
0361-526X,Taylor and Francis
0264-2069,Taylor and Francis
0268-117X,Taylor and Francis
1754-1328,Taylor and Francis
0362-3319,Taylor and Francis
0037-7996,Taylor and Francis
0038-0253,Taylor and Francis
0887-8730,Taylor and Francis
2050-8840,Taylor and Francis
1355-6509,Taylor and Francis
0163-660X,Taylor and Francis
1562-2975,Taylor and Francis
2332-2551,Taylor and Francis
1944-3927,Taylor and Francis
1355-8358,Taylor and Francis
1474-6700,Taylor and Francis
1463-922X,Taylor and Francis
0093-3104,Taylor and Francis
0040-5841,Taylor and Francis
1354-6783,Taylor and Francis
0952-8822,Taylor and Francis
0143-6597,Taylor and Francis
2379-9978,Taylor and Francis
1751-696X,Taylor and Francis
2168-8370,Taylor and Francis
1074-9357,Taylor and Francis
1478-3363,Taylor and Francis
1461-6688,Taylor and Francis
2156-8316,Taylor and Francis
0250-8281,Taylor and Francis
0092-9867,Taylor and Francis
1537-6516,Taylor and Francis
1556-9543,Taylor and Francis
1538-9588,Taylor and Francis
0362-1537,Taylor and Francis
0020-2967,Taylor and Francis
0035-919X,Taylor and Francis
0372-1426,Taylor and Francis
2154-1272,Taylor and Francis
0737-4836,Taylor and Francis
1478-1700,Taylor and Francis
1925-2099,Taylor and Francis
2041-4005,Taylor and Francis
2578-5265,Taylor and Francis
0144-1647,Taylor and Francis
1942-7867,Taylor and Francis
0308-1060,Taylor and Francis
2324-9935,Taylor and Francis
2168-0566,Taylor and Francis
1751-5831,Taylor and Francis
1040-2004,Taylor and Francis
1468-3849,Taylor and Francis
0191-3123,Taylor and Francis
0272-3638,Taylor and Francis
0811-1146,Taylor and Francis
1753-5069,Taylor and Francis
1573-062X,Taylor and Francis
0042-3114,Taylor and Francis
1369-1066,Taylor and Francis
0305-5477,Taylor and Francis
1741-5349,Taylor and Francis
1556-4886,Taylor and Francis
0894-9468,Taylor and Francis
1350-6285,Taylor and Francis
1555-1393,Taylor and Francis
1471-4787,Taylor and Francis
0197-3762,Taylor and Francis
1472-586X,Taylor and Francis
2326-8263,Taylor and Francis
1745-0128,Taylor and Francis
0729-2473,Taylor and Francis
0269-0055,Taylor and Francis
0250-8060,Taylor and Francis
1745-5030,Taylor and Francis
0043-1672,Taylor and Francis
0950-7116,Taylor and Francis
0140-2382,Taylor and Francis
1057-0314,Taylor and Francis
2379-3406,Taylor and Francis
0897-4454,Taylor and Francis
0363-0242,Taylor and Francis
0740-770X,Taylor and Francis
0270-3149,Taylor and Francis
0957-4042,Taylor and Francis
0961-2025,Taylor and Francis
2329-3691,Taylor and Francis
0049-7878,Taylor and Francis
0969-9082,Taylor and Francis
1748-0272,Taylor and Francis
0043-7956,Taylor and Francis
0266-6286,Taylor and Francis
0267-8373,Taylor and Francis
0043-8243,Taylor and Francis
2150-0894,Taylor and Francis
1447-3828,Taylor and Francis
0260-4027,Taylor and Francis
1607-8055,Taylor and Francis
0043-9339,Taylor and Francis
0049-8254,Taylor and Francis
0084-4276,Taylor and Francis
0892-9092,Taylor and Francis
0939-7140,Taylor and Francis
1784-3421,Taylor and Francis
2833-0501,Taylor and Francis
0004-3249,Taylor and Francis
1757-6180,Taylor and Francis
1752-0363,Taylor and Francis
0826-3663,Taylor and Francis
2835-2610,Taylor and Francis
2768-3524,Taylor and Francis
2834-6947,Taylor and Francis
2475-8779,Taylor and Francis
1476-5276,Taylor and Francis
0305-5698,Taylor and Francis
2836-1512,Taylor and Francis
1750-192X,Taylor and Francis
2837-8083,Taylor and Francis
2833-373X,Taylor and Francis
2837-5300,Taylor and Francis
2833-115X,Taylor and Francis
1479-6678,Taylor and Francis
1756-8919,Taylor and Francis
1746-0913,Taylor and Francis
1479-6694,Taylor and Francis
1746-0794,Taylor and Francis
2994-399X,Taylor and Francis
2993-3935,Taylor and Francis
2835-5245,Taylor and Francis
2833-4299,Taylor and Francis
0018-7259,Taylor and Francis
1750-743X,Taylor and Francis
0144-235X,Taylor and Francis
0883-8151,Taylor and Francis
0047-231X,Taylor and Francis
2836-7138,Taylor and Francis
2691-5979,Taylor and Francis
2834-7056,Taylor and Francis
1937-6529,Taylor and Francis
1521-4842,Taylor and Francis
2769-7061,Taylor and Francis
2475-0158,Taylor and Francis
2994-7448,Taylor and Francis
2993-7574,Taylor and Francis
0270-7306,Taylor and Francis
2005-615X,Taylor and Francis
1743-5889,Taylor and Francis
1758-2024,Taylor and Francis
2768-5241,Taylor and Francis
1758-1869,Taylor and Francis
1741-0541,Taylor and Francis
2046-8954,Taylor and Francis
1462-2416,Taylor and Francis
0950-3153,Taylor and Francis
0888-4552,Taylor and Francis
2835-4311,Taylor and Francis
2832-2134,Taylor and Francis
1746-0751,Taylor and Francis
1401-7431,Taylor and Francis
2993-2955,Taylor and Francis
0036-8148,Taylor and Francis
0887-2376,Taylor and Francis
2836-1466,Taylor and Francis
0004-3079,Taylor and Francis
2770-8888,Taylor and Francis
1758-1206,Taylor and Francis
0036-8555,Taylor and Francis
2041-5990,Taylor and Francis
1064-5578,Taylor and Francis
2234-9898,Trans Tech Publications
1022-6680,Trans Tech Publications
1661-819X,Trans Tech Publications
1660-9336,Trans Tech Publications
2674-1229,Trans Tech Publications
1012-0386,Trans Tech Publications
2674-029X,Trans Tech Publications
2813-6527,Trans Tech Publications
2813-0995,Trans Tech Publications
1663-3571,Trans Tech Publications
2296-9837,Trans Tech Publications
1422-6375,Trans Tech Publications
1661-9889,Trans Tech Publications
1013-9826,Trans Tech Publications
0255-5476,Trans Tech Publications
2297-3370,Trans Tech Publications
1012-0394,Trans Tech Publications
2813-8333,Trans Tech Publications
0001-3072,Wiley
1069-6563,Wiley
0810-5391,Wiley
1911-382X,Wiley
0001-5172,Wiley
2053-2733,Wiley
2052-5192,Wiley
2053-2296,Wiley
2059-7983,Wiley
2053-230X,Wiley
1000-9515,Wiley
1755-375X,Wiley
0803-5253,Wiley
1748-1708,Wiley
0001-690X,Wiley
1463-6395,Wiley
0965-2140,Wiley
2701-0198,Wiley
2578-0727,Wiley
1614-6832,Wiley
1438-1656,Wiley
1616-301X,Wiley
2192-2640,Wiley
0935-9648,Wiley
2365-709X,Wiley
2195-1071,Wiley
2511-9044,Wiley
2366-7486,Wiley
1615-4150,Wiley
2513-0390,Wiley
2366-3987,Wiley
2351-9797,Wiley
2472-5390,Wiley
1017-6772,Wiley
0141-6707,Wiley
0096-140X,Wiley
0742-4477,Wiley
1461-9555,Wiley
0169-5150,Wiley
0002-1962,Wiley
0001-1541,Wiley
0145-6008,Wiley
0269-2813,Wiley
0105-4538,Wiley
0002-7294,Wiley
0002-7766,Wiley
0094-0496,Wiley
0002-9092,Wiley
2692-7691,Wiley
0002-9122,Wiley
0091-0562,Wiley
0361-8609,Wiley
1042-0533,Wiley
0271-3586,Wiley
1552-4825,Wiley
1552-4841,Wiley
1552-4868,Wiley
0092-5853,Wiley
0275-2565,Wiley
1046-7408,Wiley
0003-2409,Wiley
2637-3726,Wiley
1529-7489,Wiley
2629-2742,Wiley
2153-9596,Wiley
0340-2096,Wiley
1935-9772,Wiley
2047-2919,Wiley
0044-8249,Wiley
1433-7851,Wiley
1367-9430,Wiley
0268-9146,Wiley
1344-3941,Wiley
0003-3804,Wiley
2153-957X,Wiley
0003-4746,Wiley
0003-4800,Wiley
0364-5134,Wiley
1370-4788,Wiley
0077-8923,Wiley
0161-7761,Wiley
1548-1409,Wiley
1053-4202,Wiley
0883-024X,Wiley
0268-540X,Wiley
0066-4812,Wiley
1445-1433,Wiley
0001-2092,Wiley
0903-4641,Wiley
0888-4080,Wiley
2040-5790,Wiley
0268-2605,Wiley
0269-994X,Wiley
1758-0854,Wiley
2702-4288,Wiley
1524-1904,Wiley
1402-2001,Wiley
1052-7613,Wiley
0905-7196,Wiley
1551-823X,Wiley
1075-2196,Wiley
0728-4896,Wiley
0003-813X,Wiley
0365-6233,Wiley
0739-4462,Wiley
0004-0894,Wiley
2326-5191,Wiley
2151-464X,Wiley
0160-564X,Wiley
1038-4111,Wiley
1360-7456,Wiley
1351-3958,Wiley
1748-3131,Wiley
1561-8625,Wiley
1758-5902,Wiley
2193-5807,Wiley
1367-2223,Wiley
1943-0779,Wiley
1753-1403,Wiley
0818-9935,Wiley
2832-157X,Wiley
1932-2135,Wiley
1743-7555,Wiley
2041-6156,Wiley
1758-5864,Wiley
0004-6337,Wiley
1442-9985,Wiley
2052-174X,Wiley
0004-8380,Wiley
1836-6864,Wiley
1440-6381,Wiley
1369-1473,Wiley
1035-6908,Wiley
0814-723X,Wiley
0004-8666,Wiley
0045-0421,Wiley
0004-900X,Wiley
1329-1947,Wiley
0004-9522,Wiley
0313-6647,Wiley
1038-5282,Wiley
0157-6321,Wiley
0045-0766,Wiley
0005-0423,Wiley
1939-3806,Wiley
2577-8161,Wiley
1742-7835,Wiley
0950-091X,Wiley
2566-6223,Wiley
1072-0847,Wiley
0735-3936,Wiley
0170-6233,Wiley
1470-8175,Wiley
0197-8462,Wiley
0265-9247,Wiley
0269-9702,Wiley
0951-6433,Wiley
1932-1031,Wiley
0006-3231,Wiley
0248-4900,Wiley
0269-3879,Wiley
0323-3847,Wiley
0142-2782,Wiley
0006-3525,Wiley
0885-4513,Wiley
0006-3592,Wiley
1860-6768,Wiley
1520-6033,Wiley
0006-3606,Wiley
1398-5647,Wiley
0730-7659,Wiley
2472-1727,Wiley
1470-0328,Wiley
1464-4096,Wiley
0141-1926,Wiley
0306-5251,Wiley
0144-6657,Wiley
0261-510X,Wiley
0007-0998,Wiley
0007-1013,Wiley
0007-1048,Wiley
1359-107X,Wiley
0007-1080,Wiley
1354-4187,Wiley
1045-3172,Wiley
0007-1102,Wiley
0007-1188,Wiley
0007-1269,Wiley
0265-9883,Wiley
0144-6665,Wiley
0952-3383,Wiley
0307-3378,Wiley
0261-3050,Wiley
0253-2964,Wiley
0024-6093,Wiley
0045-3609,Wiley
2694-6416,Wiley
2572-3170,Wiley
0964-4733,Wiley
0008-3658,Wiley
0825-0383,Wiley
0008-3976,Wiley
0008-4085,Wiley
0008-4840,Wiley
1755-6171,Wiley
0008-543X,Wiley
1934-662X,Wiley
1522-1946,Wiley
2509-7075,Wiley
0263-6484,Wiley
1065-6995,Wiley
0009-0352,Wiley
1439-4227,Wiley
2196-9744,Wiley
1867-3880,Wiley
1747-0277,Wiley
0930-7516,Wiley
0009-286X,Wiley
0947-6539,Wiley
1861-471X,Wiley
1612-1872,Wiley
2365-6549,Wiley
0944-5846,Wiley
1860-7179,Wiley
2199-692X,Wiley
2367-0932,Wiley
1439-4235,Wiley
2192-6506,Wiley
1864-5631,Wiley
2570-4206,Wiley
1356-7500,Wiley
0952-9136,Wiley
1475-357X,Wiley
0009-3920,Wiley
1750-8592,Wiley
0305-1862,Wiley
0951-0605,Wiley
1671-2234,Wiley
1001-604X,Wiley
0899-0042,Wiley
0893-0465,Wiley
2625-073X,Wiley
0748-3007,Wiley
1863-0650,Wiley
0954-7894,Wiley
1442-6404,Wiley
2163-0097,Wiley
0897-3806,Wiley
1759-1961,Wiley
0305-1870,Wiley
0300-0664,Wiley
0009-9163,Wiley
1523-0899,Wiley
1758-8103,Wiley
0905-7161,Wiley
1749-4478,Wiley
0009-9236,Wiley
2160-763X,Wiley
1475-0961,Wiley
1063-3995,Wiley
0902-0063,Wiley
1464-780X,Wiley
0364-0213,Wiley
0361-2317,Wiley
1472-3581,Wiley
1462-8910,Wiley
0010-3640,Wiley
0301-5661,Wiley
1541-4337,Wiley
0824-7935,Wiley
